Trip Id,Trip  Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type
14964948,266,7545,03/01/2022 00:45,Baldwin St / Henry St,7543,03/01/2022 00:50,Nassau St / Bellevue Ave,4287,Annual Member
14964950,449,7418,03/01/2022 00:49,College Park - Yonge St Entrance,7022,03/01/2022 00:56,Simcoe St / Queen St W,1520,Casual Member
14964951,132,7140,03/01/2022 00:50,Macpherson Ave / Spadina Rd,7139,03/01/2022 00:52,Glen Edyth Dr / Davenport Rd,4456,Annual Member
14964953,2031,7234,03/01/2022 01:06,Roncesvalles Ave / Marmaduke St,7462,03/01/2022 01:40,Richmond St E / Yonge St,4355,Casual Member
14964956,1391,7026,03/01/2022 01:09,Bay St / St. Joseph St,7103,03/01/2022 01:32,Jimmie Simpson Park (Queen St E),6005,Annual Member
14964957,398,7030,03/01/2022 01:11,Bay St / Wellesley St W,7019,03/01/2022 01:18,Temperance St. Station,61,Annual Member
14964968,641,7003,03/01/2022 01:15,Madison Ave / Bloor St W,7389,03/01/2022 01:26,College Park- Gerrard Entrance,5394,Casual Member
14964974,218,7443,03/01/2022 01:18,Dundas St E / George St,7292,03/01/2022 01:22,Granby St / Church St - SMART,1518,Annual Member
14964975,25247,7001,03/01/2022 01:19,Wellesley Station Green P,7062,03/01/2022 08:20,University Ave / College St (West),3525,Casual Member
14964977,1144,7001,03/01/2022 01:20,Wellesley Station Green P,7002,03/01/2022 01:39,St. George St / Bloor St W,4443,Casual Member
14964978,1036,7418,03/01/2022 01:23,College Park - Yonge St Entrance,7035,03/01/2022 01:41,Queen St W / Ossington Ave,4286,Annual Member
14964981,226,7418,03/01/2022 01:30,College Park - Yonge St Entrance,7044,03/01/2022 01:33,Church St / Alexander St,3390,Annual Member
14964991,185,7006,03/01/2022 02:07,Bay St / College St (East Side),7004,03/01/2022 02:10,University Ave / Elm St,725,Annual Member
14965007,491,7055,03/01/2022 02:26,Jarvis St / Carlton St,7311,03/01/2022 02:34,Sherbourne St / Isabella St,6453,Annual Member
14965009,517,7683,03/01/2022 02:38,NULL,7533,03/01/2022 02:47,Housey St / Dan Leckie Way,5518,Annual Member
14965024,324,7431,03/01/2022 03:25,Gerrard St E / Leslie St,7357,03/01/2022 03:31,Lake Shore Blvd E / Leslie St,4018,Annual Member
14965026,341,7002,03/01/2022 03:27,St. George St / Bloor St W,7127,03/01/2022 03:32,Bay St / Scollard St,4443,Annual Member
14965042,432,7263,03/01/2022 03:52,Walton St / Elizabeth St - SMART,7542,03/01/2022 04:00,Queen St W / John St,152,Casual Member
14965046,708,7502,03/01/2022 03:59,University Ave / College St (East),7252,03/01/2022 04:11,Robert St / Bloor St W - SMART,4322,Annual Member
14965047,350,7467,03/01/2022 04:05,Lower Simcoe St / Bremner Blvd,7102,03/01/2022 04:10,Nelson St / Duncan St,6927,Annual Member
14965054,271,7432,03/01/2022 04:27,Frederick St / King St E,7320,03/01/2022 04:32,Front St W / University Ave (1),112,Casual Member
14965056,1169,7100,03/01/2022 04:28,Dundas St E / Regent Park Blvd,7203,03/01/2022 04:47,Bathurst St/Queens Quay(Billy Bishop Airport),3059,Annual Member
14965071,427,7104,03/01/2022 04:36,King St E / River St,7342,03/01/2022 04:43,Morse St / Eastern Ave,1701,Annual Member
14965075,156,7059,03/01/2022 04:41,Front St W / Blue Jays Way,7321,03/01/2022 04:44,Front St W / University Ave (2),2853,Annual Member
14965089,768,7177,03/01/2022 05:00,East Liberty St / Pirandello St,7033,03/01/2022 05:13,Union Station,6335,Annual Member
14965091,770,7077,03/01/2022 05:06,College Park South,7416,03/01/2022 05:19,Spadina Ave / Blue Jays Way,5802,Annual Member
14965096,390,7076,03/01/2022 05:11,York St / Queens Quay W,7203,03/01/2022 05:17,Bathurst St/Queens Quay(Billy Bishop Airport),4285,Annual Member
14965097,355,7041,03/01/2022 05:12,Edward St / Yonge St,7169,03/01/2022 05:18,Front St W / Bay St (North Side),3952,Annual Member
14965098,358,7287,03/01/2022 05:13,Queen St E / Pape Ave - SMART,7104,03/01/2022 05:19,King St E / River St,3067,Annual Member
14965101,217,7042,03/01/2022 05:14,Sherbourne St / Wellesley St E,7115,03/01/2022 05:18,Howard St / Sherbourne St,5635,Annual Member
14965102,307,7416,03/01/2022 05:18,Spadina Ave / Blue Jays Way,7398,03/01/2022 05:23,York St / Lakeshore St W - South,3825,Annual Member
14965105,484,7431,03/01/2022 05:27,Gerrard St E / Leslie St,7357,03/01/2022 05:35,Lake Shore Blvd E / Leslie St,2554,Annual Member
14965106,254,7059,03/01/2022 05:29,Front St W / Blue Jays Way,7033,03/01/2022 05:33,Union Station,501,Annual Member
14965108,1013,7675,03/01/2022 05:33,1525 Dundas St,7005,03/01/2022 05:50,King St W / York St,2728,Casual Member
14965109,540,7489,03/01/2022 05:35,Sumach St  / Queen St E,7462,03/01/2022 05:44,Richmond St E / Yonge St,2570,Annual Member
14965110,704,7143,03/01/2022 05:37,Kendal Ave / Bernard Ave,7502,03/01/2022 05:49,University Ave / College St (East),5155,Casual Member
14965111,516,7235,03/01/2022 05:37,Bay St / College St (West Side) - SMART,7334,03/01/2022 05:45,Simcoe St / Wellington St North,3293,Annual Member
14965114,779,7016,03/01/2022 05:39,Bay St / Queens Quay W (Ferry Terminal),7047,03/01/2022 05:52,University Ave / Gerrard St W (East Side),2474,Annual Member
14965115,522,7001,03/01/2022 05:43,Wellesley Station Green P,7406,03/01/2022 05:52,Victoria St / Queen St E,3623,Annual Member
14965116,844,7280,03/01/2022 05:45,Charles St E / Jarvis St - SMART,7015,03/01/2022 05:59,King St W / Bay St (West Side),3006,Annual Member
14965118,994,7369,03/01/2022 05:45,Dupont St / Emerson Ave SMART,7141,03/01/2022 06:02,Bridgeman Ave / Kendal Ave,1427,Casual Member
14965119,415,7089,03/01/2022 05:46,Church St  / Wood St,7547,03/01/2022 05:52,Orde St / McCaul St,6174,Annual Member
14965120,825,7291,03/01/2022 05:46,190 Queens Quay E,7102,03/01/2022 06:00,Nelson St / Duncan St,3718,Annual Member
14965121,521,7508,03/01/2022 05:48,Berkeley St / Dundas St E - SMART,7469,03/01/2022 05:56,Wellington St W / York St,2883,Casual Member
14965122,526,7551,03/01/2022 05:48,The Esplanade / Hahn Pl,7400,03/01/2022 05:57,Polson Pier,5880,Annual Member
14965123,1279,7204,03/01/2022 05:48,College St / Crawford St,7321,03/01/2022 06:10,Front St W / University Ave (2),1320,Annual Member
14965124,284,7398,03/01/2022 05:49,York St / Lakeshore St W - South,7469,03/01/2022 05:54,Wellington St W / York St,5191,Annual Member
14965125,232,7022,03/01/2022 05:52,Simcoe St / Queen St W,7045,03/01/2022 05:56,Bond St / Queen St E,854,Annual Member
14965126,248,7054,03/01/2022 05:53,Navy Wharf Ct. / Bremner Blvd.,7017,03/01/2022 05:57,Widmer St / Adelaide St W,6223,Annual Member
14965127,247,7253,03/01/2022 05:56,John St  / Mercer St - SMART,7005,03/01/2022 06:00,King St W / York St,5956,Annual Member
14965128,385,7069,03/01/2022 05:57,Queen St W / Spadina Ave,7599,03/01/2022 06:03,Richmond St W / York St,4299,Annual Member
14965130,745,7103,03/01/2022 05:58,Jimmie Simpson Park (Queen St E),7052,03/01/2022 06:10,Wellington St W / Bay St,6005,Annual Member
14965131,601,7272,03/01/2022 06:00,Yonge St / Dundonald St - SMART,7052,03/01/2022 06:10,Wellington St W / Bay St,1691,Annual Member
14965132,163,7322,03/01/2022 06:00,King St W / Brant St,7523,03/01/2022 06:03,Lynn Williams St / East Liberty St - SMART,5032,Annual Member
14965133,1269,7278,03/01/2022 06:00,Mallon Ave / Jones Ave -SMART,7045,03/01/2022 06:21,Bond St / Queen St E,5644,Annual Member
14965134,461,7312,03/01/2022 06:02,Amelia St. / Sumach St.,7001,03/01/2022 06:10,Wellesley Station Green P,5306,Annual Member
14965135,447,7312,03/01/2022 06:02,Amelia St. / Sumach St.,7001,03/01/2022 06:10,Wellesley Station Green P,4908,Casual Member
14965136,603,7050,03/01/2022 06:03,Richmond St E / Jarvis St Green P,7271,03/01/2022 06:13,Yonge St / Alexander St - SMART,4076,Annual Member
14965137,483,7261,03/01/2022 06:04,Queens Quay E / Lower Sherbourne St,7108,03/01/2022 06:12,Front St E / Cherry St,5345,Annual Member
14965138,646,7143,03/01/2022 06:05,Kendal Ave / Bernard Ave,7250,03/01/2022 06:16,St. George St / Russell St - SMART,365,Annual Member
14965139,764,7121,03/01/2022 06:06,Jarvis St / Dundas St E,7530,03/01/2022 06:19,Sherbourne St N / Elm Ave,5847,Annual Member
14965140,486,7121,03/01/2022 06:09,Jarvis St / Dundas St E,7033,03/01/2022 06:17,Union Station,5719,Annual Member
14965141,1094,7236,03/01/2022 06:11,Thompson St / Broadview Ave - SMART,7334,03/01/2022 06:29,Simcoe St / Wellington St North,880,Annual Member
14965142,1408,7287,03/01/2022 06:11,Queen St E / Pape Ave - SMART,7634,03/01/2022 06:35,University Ave / Gerrard St W (WEST) - SMART,4893,Casual Member
14965143,220,7073,03/01/2022 06:13,Spadina Ave / Fort York Blvd,7324,03/01/2022 06:17,King St W / Charlotte St (West Side),6511,Casual Member
14965145,652,7326,03/01/2022 06:13,Davenport Rd / Lansdowne Ave,7179,03/01/2022 06:24,Bloor GO / UP Station (West Toronto Railpath),5272,Annual Member
14965146,166,7509,03/01/2022 06:14,Ontario St / King St E,7373,03/01/2022 06:17,George St / King St E,5866,Casual Member
14965147,155,7509,03/01/2022 06:14,Ontario St / King St E,7373,03/01/2022 06:17,George St / King St E,2604,Casual Member
14965148,239,7378,03/01/2022 06:16,Yonge St / Davisville Ave,7379,03/01/2022 06:20,Lawton Blvd / Yonge St,380,Casual Member
14965150,630,7055,03/01/2022 06:17,Jarvis St / Carlton St,7283,03/01/2022 06:27,Front St W / Bay St (South Side),5434,Annual Member
14965151,340,7253,03/01/2022 06:17,John St  / Mercer St - SMART,7283,03/01/2022 06:23,Front St W / Bay St (South Side),684,Annual Member
14965152,724,7000,03/01/2022 06:18,Fort York  Blvd / Capreol Ct,7064,03/01/2022 06:30,51 Parliament St,3483,Annual Member
14965153,288,7475,03/01/2022 06:18,Jarvis St / Richmond St E,7599,03/01/2022 06:23,Richmond St W / York St,2412,Annual Member
14965154,438,7026,03/01/2022 06:18,Bay St / St. Joseph St,7129,03/01/2022 06:26,Davenport Rd / Avenue Rd,5235,Annual Member
14965155,1144,7379,03/01/2022 06:20,Lawton Blvd / Yonge St,7646,03/01/2022 06:39,University Ave / Richmond St W,4723,Casual Member
14965156,348,7118,03/01/2022 06:21,King St W / Bay St (East Side),7334,03/01/2022 06:27,Simcoe St / Wellington St North,1261,Casual Member
14965157,533,7056,03/01/2022 06:22,Parliament St / Gerrard St,7038,03/01/2022 06:31,Dundas St W / Yonge St,6389,Casual Member
14965158,325,7668,03/01/2022 06:24,Simcoe St / Dundas St W - SMART,7037,03/01/2022 06:29,Bathurst St / Dundas St W,4310,Annual Member
14965159,524,7188,03/01/2022 06:24,Exhibition GO (Atlantic Ave),7368,03/01/2022 06:33,Lisgar St / Dundas St SMART,5982,Annual Member
14965160,300,7180,03/01/2022 06:25,Lansdowne Subway Station,7497,03/01/2022 06:30,128 Sterling Ave - SMART,5660,Annual Member
14965161,439,7043,03/01/2022 06:26,Queens Quay W / Lower Simcoe St,7261,03/01/2022 06:33,Queens Quay E / Lower Sherbourne St,6061,Annual Member
14965162,319,7474,03/01/2022 06:26,Clarence Square,7118,03/01/2022 06:32,King St W / Bay St (East Side),6542,Annual Member
14965164,238,7030,03/01/2022 06:28,Bay St / Wellesley St W,7263,03/01/2022 06:32,Walton St / Elizabeth St - SMART,3949,Annual Member
14965165,866,7551,03/01/2022 06:29,The Esplanade / Hahn Pl,7077,03/01/2022 06:43,College Park South,425,Annual Member
14965166,164,7251,03/01/2022 06:29,The Royal Ontario Museum (Bloor St Entrance),7002,03/01/2022 06:32,St. George St / Bloor St W,5553,Annual Member
14965167,269,7126,03/01/2022 06:29,Yonge St / Yorkville Ave,7272,03/01/2022 06:34,Yonge St / Dundonald St - SMART,2451,Annual Member
14965168,274,7235,03/01/2022 06:30,Bay St / College St (West Side) - SMART,7269,03/01/2022 06:34,Toronto Eaton Centre (Yonge St),2142,Annual Member
14965169,309,7054,03/01/2022 06:30,Navy Wharf Ct. / Bremner Blvd.,7122,03/01/2022 06:35,Niagara St / Tecumseth St,610,Annual Member
14965170,368,7104,03/01/2022 06:32,King St E / River St,7373,03/01/2022 06:38,George St / King St E,3067,Annual Member
14965171,1024,7683,03/01/2022 06:32,NULL,7491,03/01/2022 06:49,D'Arcy St / Spadina Ave - SMART,5514,Annual Member
14965172,388,7055,03/01/2022 06:32,Jarvis St / Carlton St,7263,03/01/2022 06:39,Walton St / Elizabeth St - SMART,5925,Annual Member
14965173,326,7398,03/01/2022 06:33,York St / Lakeshore St W - South,7054,03/01/2022 06:38,Navy Wharf Ct. / Bremner Blvd.,3825,Annual Member
14965174,995,7409,03/01/2022 06:34,Isabella St / Church St,7260,03/01/2022 06:50,Spadina Ave / Adelaide St W,5455,Annual Member
14965175,272,7176,03/01/2022 06:34,Bathurst St / Fort York Blvd,7298,03/01/2022 06:39,Bathurst St / Adelaide St W,5695,Annual Member
14965176,169,7453,03/01/2022 06:35,Jarvis St / Maitland Pl,7292,03/01/2022 06:37,Granby St / Church St - SMART,489,Annual Member
14965177,189,7007,03/01/2022 06:35,College St / Huron St,7547,03/01/2022 06:38,Orde St / McCaul St,3362,Annual Member
14965178,818,7103,03/01/2022 06:36,Jimmie Simpson Park (Queen St E),7045,03/01/2022 06:50,Bond St / Queen St E,1870,Annual Member
14965180,999,7076,03/01/2022 06:38,York St / Queens Quay W,7038,03/01/2022 06:54,Dundas St W / Yonge St,5543,Annual Member
14965181,1122,7111,03/01/2022 06:38,King St W / Douro St,7462,03/01/2022 06:56,Richmond St E / Yonge St,4016,Annual Member
14965182,199,7292,03/01/2022 06:38,Granby St / Church St - SMART,7263,03/01/2022 06:41,Walton St / Elizabeth St - SMART,4862,Annual Member
14965183,859,7288,03/01/2022 06:38,Humber Bay Shores Park West,7556,03/01/2022 06:52,Windsor St / Newcastle St,6248,Casual Member
14965184,273,7501,03/01/2022 06:39,Humberside Grounds - SMART,7414,03/01/2022 06:43,Keele St / Annette St,6133,Annual Member
14965185,557,7465,03/01/2022 06:39,Russell Hill Rd / St Clair Ave W,7459,03/01/2022 06:48,St Clair Ave W / Winona Ave,258,Casual Member
14965186,443,7260,03/01/2022 06:41,Spadina Ave / Adelaide St W,7045,03/01/2022 06:48,Bond St / Queen St E,997,Annual Member
14965187,600,7191,03/01/2022 06:42,Central Tech  (Harbord St),7217,03/01/2022 06:52,Soho St / Queen St W,1452,Annual Member
14965188,405,7655,03/01/2022 06:42,Danforth Ave / Dewhurst Blvd,7348,03/01/2022 06:48,Pape Ave / Gamble Ave,6675,Casual Member
14965189,254,7028,03/01/2022 06:42,Gould St / Mutual St,7263,03/01/2022 06:46,Walton St / Elizabeth St - SMART,3832,Annual Member
14965190,486,7102,03/01/2022 06:45,Nelson St / Duncan St,7366,03/01/2022 06:53,Fort York Blvd / Bathurst St SMART,4766,Annual Member
14965191,266,7271,03/01/2022 06:45,Yonge St / Alexander St - SMART,7047,03/01/2022 06:50,University Ave / Gerrard St W (East Side),4076,Annual Member
14965192,89,7034,03/01/2022 06:46,Church St / Bloor St E,7246,03/01/2022 06:47,Yonge St / Bloor St,2498,Annual Member
14965193,750,7115,03/01/2022 06:46,Howard St / Sherbourne St,7391,03/01/2022 06:59,Yonge St / Dundas Sq,5635,Casual Member
14965194,839,7136,03/01/2022 06:46,Queen St W / Close Ave,7256,03/01/2022 07:00,Vanauley St / Queen St W - SMART,4915,Casual Member
14965195,1183,7433,03/01/2022 06:46,Dundas St E / Boulton Ave - SMART,7542,03/01/2022 07:06,Queen St W / John St,1726,Annual Member
14965196,125,7246,03/01/2022 06:46,Yonge St / Bloor St,7029,03/01/2022 06:48,Bay St / Bloor St W (East Side),1514,Annual Member
14965197,239,7113,03/01/2022 06:47,Parliament St / Aberdeen Ave,7100,03/01/2022 06:51,Dundas St E / Regent Park Blvd,5659,Annual Member
14965198,451,7089,03/01/2022 06:47,Church St  / Wood St,7029,03/01/2022 06:55,Bay St / Bloor St W (East Side),5648,Annual Member
14965199,591,7322,03/01/2022 06:48,King St W / Brant St,7037,03/01/2022 06:57,Bathurst St / Dundas St W,6367,Casual Member
14965200,805,7246,03/01/2022 06:48,Yonge St / Bloor St,7298,03/01/2022 07:02,Bathurst St / Adelaide St W,5914,Annual Member
14965201,841,7423,03/01/2022 06:48,Merton St / Al Green Ln,7453,03/01/2022 07:02,Jarvis St / Maitland Pl,450,Casual Member
14965202,140,7029,03/01/2022 06:49,Bay St / Bloor St W (East Side),7251,03/01/2022 06:51,The Royal Ontario Museum (Bloor St Entrance),3342,Annual Member
14965203,1266,7099,03/01/2022 06:49,Cherry St / Mill St,7032,03/01/2022 07:10,Augusta Ave / Dundas St W,4127,Annual Member
14965204,1177,7073,03/01/2022 06:49,Spadina Ave / Fort York Blvd,7418,03/01/2022 07:09,College Park - Yonge St Entrance,5104,Annual Member
14965205,373,7044,03/01/2022 06:50,Church St / Alexander St,7462,03/01/2022 06:56,Richmond St E / Yonge St,5009,Annual Member
14965206,283,7452,03/01/2022 06:50,Bleecker St / St James Ave,7409,03/01/2022 06:55,Isabella St / Church St,430,Annual Member
14965207,345,7329,03/01/2022 06:51,Crawford St / Queen St W,7135,03/01/2022 06:56,Hanna Ave / Liberty St,6577,Casual Member
14965208,216,7548,03/01/2022 06:51,St Joseph St / Bay St - SMART,7063,03/01/2022 06:55,Queen's Park / Bloor St W,3565,Casual Member
14965209,208,7548,03/01/2022 06:51,St Joseph St / Bay St - SMART,7063,03/01/2022 06:55,Queen's Park / Bloor St W,280,Annual Member
14965210,492,7413,03/01/2022 06:52,Dundas St W / Watkinson Ave,7229,03/01/2022 07:00,Dundas St W / Roncesvalles Green P - SMART,2356,Casual Member
14965211,446,7389,03/01/2022 06:52,College Park- Gerrard Entrance,7058,03/01/2022 06:59,Huron/ Harbord St,137,Annual Member
14965212,199,7276,03/01/2022 06:52,Bloor St W / Balmuto St,7457,03/01/2022 06:55,Queen's Park Cres W / Hoskin Ave,3286,Annual Member
14965213,462,7311,03/01/2022 06:53,Sherbourne St / Isabella St,7045,03/01/2022 07:00,Bond St / Queen St E,2676,Annual Member
14965214,424,7255,03/01/2022 06:54,Stewart St / Bathurst St  - SMART,7118,03/01/2022 07:01,King St W / Bay St (East Side),1314,Casual Member
14965215,95,7292,03/01/2022 06:54,Granby St / Church St - SMART,7079,03/01/2022 06:56,McGill St / Church St,489,Annual Member
14965216,189,7072,03/01/2022 06:54,Fleet St / Bathurst St,7172,03/01/2022 06:57,Strachan Ave / Princes' Blvd,4645,Annual Member
14965217,605,7256,03/01/2022 06:55,Vanauley St / Queen St W - SMART,7502,03/01/2022 07:05,University Ave / College St (East),1222,Annual Member
14965219,1527,7497,03/01/2022 06:55,128 Sterling Ave - SMART,7406,03/01/2022 07:21,Victoria St / Queen St E,5660,Casual Member
14965220,374,7668,03/01/2022 06:56,Simcoe St / Dundas St W - SMART,7045,03/01/2022 07:02,Bond St / Queen St E,6044,Annual Member
14965221,445,7079,03/01/2022 06:56,McGill St / Church St,7167,03/01/2022 07:04,Queen St E / George St (Moss Park),2717,Annual Member
14965222,427,7061,03/01/2022 06:56,Dalton Rd / Bloor St W,7547,03/01/2022 07:03,Orde St / McCaul St,1083,Annual Member
14965223,236,7059,03/01/2022 06:57,Front St W / Blue Jays Way,7033,03/01/2022 07:01,Union Station,4514,Annual Member
14965224,1232,7197,03/01/2022 06:59,Queen St W / Dovercourt Rd,7333,03/01/2022 07:20,King St E / Victoria St,6919,Casual Member
14965225,259,7042,03/01/2022 07:00,Sherbourne St / Wellesley St E,7409,03/01/2022 07:04,Isabella St / Church St,32,Annual Member
14965226,562,7012,03/01/2022 07:00,Elizabeth St / Edward St (Bus Terminal),7114,03/01/2022 07:10,Carlton St / Parliament St,3471,Annual Member
14965227,906,7329,03/01/2022 07:01,Crawford St / Queen St W,7263,03/01/2022 07:17,Walton St / Elizabeth St - SMART,6037,Annual Member
14965228,391,7017,03/01/2022 07:02,Widmer St / Adelaide St W,7118,03/01/2022 07:08,King St W / Bay St (East Side),5321,Annual Member
14965229,300,7054,03/01/2022 07:02,Navy Wharf Ct. / Bremner Blvd.,7469,03/01/2022 07:07,Wellington St W / York St,5581,Annual Member
14965230,520,7017,03/01/2022 07:02,Widmer St / Adelaide St W,7274,03/01/2022 07:11,Queen's Park Cres E / Grosvenor St - SMART,6377,Casual Member
14965231,276,7668,03/01/2022 07:03,Simcoe St / Dundas St W - SMART,7017,03/01/2022 07:07,Widmer St / Adelaide St W,5314,Casual Member
14965232,249,7121,03/01/2022 07:03,Jarvis St / Dundas St E,7462,03/01/2022 07:07,Richmond St E / Yonge St,292,Annual Member
14965233,669,7121,03/01/2022 07:03,Jarvis St / Dundas St E,7067,03/01/2022 07:15,Yonge St / Harbour St,5460,Annual Member
14965234,618,7411,03/01/2022 07:04,Little Norway Park,7383,03/01/2022 07:14,12 Harbour St,300,Annual Member
14965236,850,7216,03/01/2022 07:05,Wellington St W / Stafford St,7469,03/01/2022 07:19,Wellington St W / York St,2936,Casual Member
14965237,500,7249,03/01/2022 07:05,Dovercourt Rd / Harrison St (Green P) - SMART,7188,03/01/2022 07:14,Exhibition GO (Atlantic Ave),701,Casual Member
14965238,649,7229,03/01/2022 07:06,Dundas St W / Roncesvalles Green P - SMART,7413,03/01/2022 07:17,Dundas St W / Watkinson Ave,2356,Casual Member
14965239,244,7253,03/01/2022 07:06,John St  / Mercer St - SMART,7033,03/01/2022 07:11,Union Station,972,Annual Member
14965240,1532,7338,03/01/2022 07:07,Logan Ave / Bain Ave,7483,03/01/2022 07:32,Southwood Dr / Kingston Rd - SMART,3168,Casual Member
14965241,683,7160,03/01/2022 07:07,King St W / Tecumseth St,7016,03/01/2022 07:18,Bay St / Queens Quay W (Ferry Terminal),3734,Annual Member
14965242,539,7542,03/01/2022 07:08,Queen St W / John St,7263,03/01/2022 07:17,Walton St / Elizabeth St - SMART,152,Casual Member
14965243,321,7324,03/01/2022 07:08,King St W / Charlotte St (West Side),7469,03/01/2022 07:13,Wellington St W / York St,3209,Annual Member
14965244,212,7127,03/01/2022 07:08,Bay St / Scollard St,7030,03/01/2022 07:12,Bay St / Wellesley St W,5677,Annual Member
14965245,657,7241,03/01/2022 07:08,519 Church St - SMART,7489,03/01/2022 07:19,Sumach St  / Queen St E,83,Annual Member
14965246,1719,7655,03/01/2022 07:08,Danforth Ave / Dewhurst Blvd,7053,03/01/2022 07:37,Metro Hall Plaza,6458,Casual Member
14965247,1047,7356,03/01/2022 07:09,King St E / Ontario St.,7350,03/01/2022 07:26,Broadview Ave / Westwood Ave,343,Annual Member
14965248,866,7570,03/01/2022 07:09,Carlaw Ave / Dundas St E,7045,03/01/2022 07:24,Bond St / Queen St E,4155,Annual Member
14965249,203,7389,03/01/2022 07:09,College Park- Gerrard Entrance,7406,03/01/2022 07:13,Victoria St / Queen St E,39,Annual Member
14965250,314,7022,03/01/2022 07:10,Simcoe St / Queen St W,7263,03/01/2022 07:15,Walton St / Elizabeth St - SMART,987,Annual Member
14965251,324,7131,03/01/2022 07:10,Taddle Creek Park,7250,03/01/2022 07:15,St. George St / Russell St - SMART,5503,Casual Member
14965252,157,7121,03/01/2022 07:10,Jarvis St / Dundas St E,7055,03/01/2022 07:13,Jarvis St / Carlton St,2004,Casual Member
14965253,306,7324,03/01/2022 07:11,King St W / Charlotte St (West Side),7052,03/01/2022 07:16,Wellington St W / Bay St,590,Annual Member
14965254,167,7134,03/01/2022 07:11,Marlborough Ave / Yonge St,7648,03/01/2022 07:14,909 Yonge St,4103,Annual Member
14965255,1042,7360,03/01/2022 07:12,Concord Av / Dewson St,7264,03/01/2022 07:29,Bloor St E / Huntley St - SMART,533,Annual Member
14965256,818,7231,03/01/2022 07:12,Wright / Sorauren (Sorauren Park) - SMART,7192,03/01/2022 07:26,Harbord St / Clinton St,2606,Annual Member
14965257,426,7515,03/01/2022 07:12,Amos Waites Park,7637,03/01/2022 07:19,Judson St / Royal York,6464,Annual Member
