Trip Id,Trip  Duration,Start Station Id,Start Time,Start Station Name,End Station Id,End Time,End Station Name,Bike Id,User Type
14805260,353,7257,01/01/2022 00:53,Dundas St W / St. Patrick St,7037,01/01/2022 00:59,Bathurst St / Dundas St W,5096,Casual Member
14805261,636,7253,01/01/2022 00:57,John St  / Mercer St - SMART,7006,01/01/2022 01:07,Bay St / College St (East Side),2358,Annual Member
14805262,723,7039,01/01/2022 00:58,Simcoe St / Michael Sweet Ave,7000,01/01/2022 01:10,Fort York  Blvd / Capreol Ct,1508,Annual Member
14805263,1344,7641,01/01/2022 00:58,Annette St / Dundas W,7563,01/01/2022 01:21,St Clair Ave W / Castleton Ave,3773,Casual Member
14805264,1336,7007,01/01/2022 00:59,College St / Huron St,7007,01/01/2022 01:21,College St / Huron St,4102,Casual Member
14805265,860,7458,01/01/2022 01:00,Church St / Lombard St,7530,01/01/2022 01:14,Sherbourne St N / Elm Ave,6793,Casual Member
14805266,635,7020,01/01/2022 01:00,Phoebe St / Spadina Ave,7389,01/01/2022 01:11,College Park- Gerrard Entrance,6066,Annual Member
14805267,1252,7007,01/01/2022 01:00,College St / Huron St,7007,01/01/2022 01:21,College St / Huron St,627,Casual Member
14805268,1884,7022,01/01/2022 01:00,Simcoe St / Queen St W,7334,01/01/2022 01:32,Simcoe St / Wellington St North,2563,Casual Member
14805269,1855,7022,01/01/2022 01:01,Simcoe St / Queen St W,7334,01/01/2022 01:31,Simcoe St / Wellington St North,4191,Casual Member
14805270,386258,7022,01/01/2022 01:01,Simcoe St / Queen St W,7675,01/05/2022 12:18,1525 Dundas St,1624,Casual Member
14805271,615,7417,01/01/2022 01:01,King St W / Jordan St,7489,01/01/2022 01:11,Sumach St  / Queen St E,6386,Annual Member
14805272,626,7417,01/01/2022 01:01,King St W / Jordan St,7489,01/01/2022 01:11,Sumach St  / Queen St E,2970,Casual Member
14805273,1752,7203,01/01/2022 01:01,Bathurst St/Queens Quay(Billy Bishop Airport),7203,01/01/2022 01:30,Bathurst St/Queens Quay(Billy Bishop Airport),4393,Casual Member
14805274,1742,7203,01/01/2022 01:01,Bathurst St/Queens Quay(Billy Bishop Airport),7203,01/01/2022 01:30,Bathurst St/Queens Quay(Billy Bishop Airport),6484,Casual Member
14805275,517,7211,01/01/2022 01:01,Fort York Blvd / Garrison Rd,7054,01/01/2022 01:10,Navy Wharf Ct. / Bremner Blvd.,5775,Annual Member
14805276,606,7239,01/01/2022 01:02,Bloor St W / Manning Ave - SMART,7180,01/01/2022 01:12,Lansdowne Subway Station,2538,Annual Member
14805277,639,7440,01/01/2022 01:02,Martin Goodman Trail / Ontario Dr,7430,01/01/2022 01:12,Marilyn Bell Park Tennis Court,3503,Casual Member
14805279,441,7002,01/01/2022 01:05,St. George St / Bloor St W,7154,01/01/2022 01:12,Bathurst Subway Station,5876,Casual Member
14805280,1158,7683,01/01/2022 01:06,NULL,7002,01/01/2022 01:25,St. George St / Bloor St W,5505,Annual Member
14805281,577,7570,01/01/2022 01:06,Carlaw Ave / Dundas St E,7056,01/01/2022 01:16,Parliament St / Gerrard St,4016,Annual Member
14805282,268,7384,01/01/2022 01:06,Cumberland Ave / Bay St SMART,7044,01/01/2022 01:11,Church St / Alexander St,25,Annual Member
14805283,439,7382,01/01/2022 01:07,Simcoe St / Adelaide St W,7013,01/01/2022 01:14,Scott St / The Esplanade,1914,Annual Member
14805284,3957,7418,01/01/2022 01:07,College Park - Yonge St Entrance,7685,01/01/2022 02:13,NULL,182,Casual Member
14805285,564,7248,01/01/2022 01:07,Baldwin Ave / Spadina Ave - SMART,7372,01/01/2022 01:17,Adelaide St W / Portland St,2535,Casual Member
14805286,1144,7467,01/01/2022 01:08,Lower Simcoe St / Bremner Blvd,7012,01/01/2022 01:27,Elizabeth St / Edward St (Bus Terminal),2886,Casual Member
14805287,3894,7418,01/01/2022 01:08,College Park - Yonge St Entrance,7685,01/01/2022 02:13,NULL,4171,Casual Member
14805288,3887,7418,01/01/2022 01:08,College Park - Yonge St Entrance,7685,01/01/2022 02:13,NULL,4871,Casual Member
14805289,198,7251,01/01/2022 01:09,The Royal Ontario Museum (Bloor St Entrance),7003,01/01/2022 01:12,Madison Ave / Bloor St W,6839,Annual Member
14805291,673,7537,01/01/2022 01:11,Euclid Ave / Herrick St - SMART,7148,01/01/2022 01:22,King St W / Joe Shuster Way,3917,Annual Member
14805292,723,7059,01/01/2022 01:11,Front St W / Blue Jays Way,7158,01/01/2022 01:23,King St W / Stafford St,5070,Casual Member
14805293,1367,7372,01/01/2022 01:11,Adelaide St W / Portland St,7252,01/01/2022 01:34,Robert St / Bloor St W - SMART,5853,Annual Member
14805294,1304,7021,01/01/2022 01:12,Bay St / Albert St,7462,01/01/2022 01:34,Richmond St E / Yonge St,2140,Casual Member
14805295,1552,7430,01/01/2022 01:13,Marilyn Bell Park Tennis Court,7514,01/01/2022 01:39,Humber Bay Shores Park / Marine Parade Dr,3503,Casual Member
14805296,291,7033,01/01/2022 01:13,Union Station,7059,01/01/2022 01:18,Front St W / Blue Jays Way,3991,Annual Member
14805297,1048,7000,01/01/2022 01:14,Fort York  Blvd / Capreol Ct,7162,01/01/2022 01:31,Hayter St / Laplante Ave,4821,Casual Member
14805298,1176,7154,01/01/2022 01:14,Bathurst Subway Station,7210,01/01/2022 01:34,Mary McCormick Rec Centre (Sheridan Ave),6632,Casual Member
14805299,336,7164,01/01/2022 01:14,Gould St / Yonge St (Ryerson University),7121,01/01/2022 01:20,Jarvis St / Dundas St E,1276,Annual Member
14805300,1080,7372,01/01/2022 01:16,Adelaide St W / Portland St,7252,01/01/2022 01:34,Robert St / Bloor St W - SMART,2639,Casual Member
14805302,734,7408,01/01/2022 01:17,University Ave / Armoury St,7575,01/01/2022 01:30,Bayview Ave / Lawren Harris Square,5268,Annual Member
14805304,143,7367,01/01/2022 01:18,Alma Ave / Gladstone Ave SMART,7633,01/01/2022 01:21,Noble St / Queen St W,2900,Annual Member
14805305,136,7684,01/01/2022 01:18,NULL,7067,01/01/2022 01:20,Yonge St / Harbour St,2958,Annual Member
14805306,1339,7275,01/01/2022 01:18,Queen St W / James St,7253,01/01/2022 01:41,John St  / Mercer St - SMART,3400,Casual Member
14805308,1290,7275,01/01/2022 01:19,Queen St W / James St,7253,01/01/2022 01:40,John St  / Mercer St - SMART,594,Casual Member
14805311,425,7121,01/01/2022 01:21,Jarvis St / Dundas St E,7100,01/01/2022 01:28,Dundas St E / Regent Park Blvd,5202,Annual Member
14805312,1707,7023,01/01/2022 01:21,College St / Borden St,7208,01/01/2022 01:49,80 Clinton St (North of College),2228,Casual Member
14805314,1107,7072,01/01/2022 01:21,Fleet St / Bathurst St,7657,01/01/2022 01:40,1 Market St - SMART,5750,Casual Member
14805315,770,7474,01/01/2022 01:22,Clarence Square,7206,01/01/2022 01:35,Claremont St / Dundas St W,1558,Annual Member
14805319,647,7076,01/01/2022 01:22,York St / Queens Quay W,7015,01/01/2022 01:33,King St W / Bay St (West Side),4352,Casual Member
14805321,628,7076,01/01/2022 01:23,York St / Queens Quay W,7015,01/01/2022 01:33,King St W / Bay St (West Side),6337,Casual Member
14805322,738,7089,01/01/2022 01:23,Church St  / Wood St,7041,01/01/2022 01:35,Edward St / Yonge St,1372,Annual Member
14805324,661,7089,01/01/2022 01:25,Church St  / Wood St,7041,01/01/2022 01:36,Edward St / Yonge St,3044,Annual Member
14805325,389,7003,01/01/2022 01:25,Madison Ave / Bloor St W,7153,01/01/2022 01:32,Bloor St W / Christie St,6839,Annual Member
14805326,266,7073,01/01/2022 01:26,Spadina Ave / Fort York Blvd,7474,01/01/2022 01:31,Clarence Square,5886,Casual Member
14805327,711,7667,01/01/2022 01:27,Spadina Ave / Sussex Ave - SMART,7389,01/01/2022 01:39,College Park- Gerrard Entrance,4449,Annual Member
14805328,559,7283,01/01/2022 01:27,Front St W / Bay St (South Side),7121,01/01/2022 01:36,Jarvis St / Dundas St E,3638,Annual Member
14805329,928,7104,01/01/2022 01:28,King St E / River St,7272,01/01/2022 01:44,Yonge St / Dundonald St - SMART,5104,Annual Member
14805331,573,7271,01/01/2022 01:31,Yonge St / Alexander St - SMART,7167,01/01/2022 01:41,Queen St E / George St (Moss Park),5751,Casual Member
14805333,1374,7685,01/01/2022 01:33,NULL,7144,01/01/2022 01:56,Palmerston Ave / Vermont Ave,4149,Annual Member
